word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,freq
hostel,0,0,0,0,0,0,0,0,0,0,1
singularly,0,0,0,0,0,0,0,0,1,0,1
burlap,0,0,0,0,0,0,0,0,0,0,1
network,0,1,0,0,0,0,0,0,0,0,1
senescence,0,0,0,0,0,0,0,0,0,0,1
incongruous,1,0,0,0,0,1,0,0,0,0,1
hooked,0,0,0,0,0,1,0,0,0,0,1
forty,0,0,0,0,0,0,0,0,0,0,1
pauper,0,0,0,0,0,1,0,1,0,0,1
forte,0,0,0,0,0,0,1,0,0,0,1
remorse,0,0,0,0,0,1,0,1,0,0,1
amethyst,0,0,0,0,0,0,0,0,0,0,1
engrave,0,0,0,0,0,0,0,0,0,0,1
medicine,0,0,0,0,0,0,0,0,0,0,1
hooker,0,0,0,0,0,0,0,0,0,0,1
prank,0,0,0,0,0,1,0,0,1,0,1
sliding,0,0,0,0,0,0,0,0,0,0,1
barrier,1,0,0,0,0,1,0,0,0,0,1
colorless,0,0,0,0,0,0,0,0,0,0,1
veto,1,0,0,0,0,1,0,0,0,0,1
plication,0,0,0,0,0,0,0,0,0,0,1
mourning,0,0,0,0,0,1,0,1,0,0,1
ecliptic,0,0,0,0,0,0,0,0,0,0,1
appointments,0,0,0,0,0,0,0,0,0,0,1
dashing,0,0,0,0,0,0,1,0,0,0,1
rubric,0,0,0,0,0,0,1,0,0,0,1
collation,0,0,0,0,0,0,0,0,0,0,1
amazement,0,0,0,0,0,0,0,0,0,0,1
spencer,0,0,0,0,0,0,0,0,0,0,1
squall,0,0,0,1,0,1,0,1,0,0,1
bilayer,0,0,0,0,0,0,0,0,0,0,1
morass,0,0,0,0,0,0,0,0,0,0,1
shrubbery,0,0,0,0,0,0,0,0,0,0,1
mankind,0,0,0,0,0,0,0,0,0,0,1
unfulfilled,1,1,0,0,0,1,0,1,1,0,1
maniac,1,0,0,1,0,1,0,0,0,0,1
refugee,0,0,0,0,0,0,0,1,0,0,1
louse,0,0,1,0,0,1,0,0,0,0,1
caprice,0,0,0,0,0,0,0,0,0,0,1
disuse,0,0,0,0,0,1,0,0,0,0,1
oppose,0,0,0,0,0,1,0,0,0,0,1
canterbury,0,0,0,0,0,0,0,0,0,0,1
regress,0,0,0,0,0,1,0,0,0,0,1
guesswork,0,0,0,0,0,0,0,0,0,0,1
placket,0,0,0,0,0,0,0,0,0,0,1
hydrodynamics,0,0,0,0,0,0,0,0,0,0,1
truthfulness,0,0,0,0,0,0,1,0,0,1,1
organize,0,0,0,0,0,0,1,0,0,0,1
intercession,0,0,0,0,0,0,0,0,0,1,1
unassuming,0,0,0,0,0,0,1,0,0,0,1
unicorn,0,0,0,0,0,0,0,0,0,0,1
synonymous,0,0,0,1,0,1,1,0,0,1,1
system,0,0,0,0,0,0,0,0,0,1,1
hamstring,1,0,0,0,0,1,0,1,0,0,1
meshes,0,0,0,0,0,0,0,0,0,0,1
delicious,0,0,0,0,1,0,1,0,0,0,1
implicated,0,0,0,0,0,0,0,0,0,0,1
comic,0,0,0,0,0,0,0,0,0,0,1
sharpen,1,1,0,0,0,0,0,0,0,0,1
illustrate,0,0,0,0,0,0,1,0,0,0,1
centrifuge,0,0,0,0,0,0,0,0,0,0,1
percussion,0,0,0,0,0,0,0,0,0,0,1
parting,0,0,0,0,0,0,0,1,0,0,1
opportunity,0,1,0,0,0,0,1,0,0,0,1
hearse,0,0,0,1,0,1,0,1,0,0,1
seduction,0,0,0,0,0,1,0,0,0,0,1
protracted,0,0,0,0,0,0,0,0,0,0,1
approximately,0,0,0,0,0,0,0,0,0,0,1
plentiful,0,0,0,0,0,0,1,0,0,0,1
airs,0,0,1,0,0,1,0,0,0,0,1
compromise,0,0,0,0,0,0,0,0,0,0,1
fumble,0,0,0,0,0,1,0,0,0,0,1
snags,0,0,0,0,0,1,0,0,0,0,1
upshot,0,0,0,0,0,0,0,0,0,0,1
starch,0,0,0,0,0,0,0,0,0,0,1
farming,0,0,0,0,0,0,0,0,0,0,1
tourniquet,0,0,0,0,0,0,0,0,0,0,1
filibuster,0,0,0,0,0,1,0,0,0,0,1
emblem,0,0,0,0,0,0,0,0,0,0,1
refraining,0,0,0,0,0,0,0,0,0,0,1
grandchildren,0,1,0,0,1,0,1,0,0,1,1
offhand,0,0,0,0,0,1,0,0,0,0,1
happily,0,0,0,0,1,0,1,0,0,0,1
reins,0,0,0,0,0,0,0,0,0,0,1
luncheon,0,0,0,0,0,0,0,0,0,0,1
diversified,0,0,0,0,0,0,1,0,0,0,1
inexact,0,0,0,0,0,0,0,0,0,0,1
rejected,0,0,0,0,0,1,0,0,0,0,1
cereal,0,0,0,0,0,0,0,0,0,0,1
wasted,1,0,1,0,0,1,0,0,0,0,1
tithe,0,0,0,0,0,0,0,0,0,0,1
mercy,0,0,0,0,0,0,1,0,0,0,1
minibus,0,0,0,0,0,0,0,0,0,0,1
guild,0,0,0,0,0,0,0,0,0,0,1
guile,0,0,0,0,0,1,0,0,0,0,1
tavern,0,0,0,0,0,0,0,0,0,0,1
forensic,0,0,0,0,0,0,0,0,0,0,1
rate,0,0,0,0,0,0,0,0,0,0,1
medley,0,0,0,0,0,0,1,0,0,0,1
guilt,0,0,1,0,0,1,0,1,0,0,1
iron,0,0,0,0,0,0,1,0,0,1,1
devious,0,0,0,0,0,1,0,0,0,0,1
contrasted,0,0,0,0,0,1,0,0,0,0,1
effectuate,0,0,0,0,0,0,0,0,0,0,1
respecting,0,0,0,0,0,0,1,0,0,0,1
navigate,0,0,0,0,0,0,0,0,0,0,1
pessimism,1,0,0,1,0,1,0,1,0,0,1
shoals,0,0,0,0,0,0,0,0,0,0,1
enchanted,0,0,0,0,1,0,1,0,0,1,1
pessimist,0,0,0,1,0,1,0,1,0,0,1
lull,0,1,0,0,0,0,0,0,0,0,1
stalls,0,0,0,0,0,0,0,0,0,0,1
impelled,0,0,0,0,0,0,0,0,0,0,1
stomach,0,0,1,0,0,0,0,0,0,0,1
unconcerned,0,0,0,0,0,0,0,0,0,0,1
contents,0,0,0,0,0,0,0,0,0,0,1
forced,0,0,0,1,0,1,0,0,0,0,1
ponder,0,0,0,0,0,0,0,0,0,0,1
strength,0,0,0,0,0,0,1,0,0,1,1
genuine,0,0,0,0,0,0,1,0,0,1,1
annexe,0,0,0,0,0,0,0,0,0,0,1
widen,0,0,0,0,0,0,0,0,0,0,1
laden,0,0,0,0,0,1,0,0,0,0,1
convenient,0,0,0,0,0,0,1,0,0,0,1
chagrin,0,0,1,0,0,1,0,1,0,0,1
squamous,0,0,0,0,0,0,0,0,0,0,1
hamper,0,0,0,0,0,1,0,0,0,0,1
coldness,1,0,1,1,0,1,0,1,0,0,1
luxury,0,0,0,0,1,0,1,0,0,0,1
thundering,1,0,0,1,0,1,0,0,0,0,1
pilgrimage,0,0,0,0,0,0,0,0,0,0,1
curfew,0,0,0,0,0,0,0,0,0,0,1
completed,0,0,0,0,0,0,0,0,0,0,1
conducive,0,0,0,0,0,0,1,0,0,0,1
gravy,0,0,0,0,0,0,0,0,0,0,1
maiden,0,0,0,0,0,0,1,0,0,0,1
timidity,0,1,0,1,0,1,0,0,0,0,1
germane,0,0,0,0,0,0,0,0,0,0,1
outcome,0,0,0,0,0,0,1,0,0,0,1
indemnification,0,0,0,0,0,0,0,0,0,0,1
prohibitive,0,0,0,0,0,0,0,0,0,0,1
anatomy,0,0,0,0,0,0,0,0,0,0,1
immediacy,0,0,0,0,0,0,0,0,1,0,1
negro,0,0,0,0,0,1,0,1,0,0,1
phase,0,0,0,0,0,0,0,0,0,0,1
proverb,0,0,0,0,0,0,0,0,0,0,1
autopsy,0,0,1,1,0,1,0,1,0,0,1
nutritive,0,0,0,0,0,0,0,0,0,0,1
grave,0,0,0,1,0,1,0,1,0,0,1
pretended,0,0,0,0,0,1,0,0,0,0,1
circumvention,0,0,0,0,0,1,1,0,0,0,1
calculated,0,0,0,0,0,0,0,0,0,0,1
vouch,0,0,0,0,0,0,1,0,0,1,1
valance,0,0,0,0,0,0,0,0,0,0,1
deacon,0,0,0,0,0,0,0,0,0,1,1
plaintive,0,0,0,0,0,0,0,1,0,0,1
bracket,0,0,0,0,0,0,0,0,0,0,1
aunt,0,0,0,0,0,0,1,0,0,1,1
unsophisticated,0,0,0,0,0,1,0,0,0,0,1
thresh,1,0,0,1,0,1,0,1,0,0,1
voting,0,0,0,0,0,0,0,0,0,0,1
notion,0,0,0,0,0,0,1,0,0,0,1
fitted,0,0,0,0,0,0,0,0,0,0,1
fussy,0,0,1,0,0,1,0,0,0,0,1
decidedly,0,0,0,0,0,0,0,0,0,0,1
pack,0,0,0,0,0,0,0,0,0,0,1
rascal,1,0,1,1,0,1,0,0,0,0,1
precarious,0,1,0,1,0,1,0,1,0,0,1
microbiology,0,0,0,0,0,0,0,0,0,0,1
bellow,0,0,0,0,0,0,0,0,0,0,1
nephew,0,0,0,0,0,0,0,0,0,0,1
thickness,0,0,0,0,0,0,0,0,0,0,1
toilet,0,0,1,0,0,1,0,0,0,0,1
toast,0,0,0,0,1,0,1,0,0,0,1
latent,1,1,1,0,0,1,0,0,1,0,1
painfully,0,0,0,0,0,1,0,1,0,0,1
ellipsoid,0,0,0,0,0,0,0,0,0,0,1
guidance,0,0,0,0,0,0,1,0,0,1,1
sentence,1,1,1,1,0,1,0,1,0,0,1
layman,0,0,0,0,0,0,0,0,0,0,1
retraction,0,0,0,0,0,1,0,0,0,0,1
blighted,0,0,1,0,0,1,0,1,0,0,1
pursuing,0,0,0,0,0,0,0,0,0,0,1
adequate,0,0,0,0,0,0,0,0,0,0,1
rectangle,0,0,0,0,0,0,0,0,0,0,1
predecessor,0,0,0,0,0,0,0,0,0,0,1
cryptography,0,0,0,0,0,0,0,0,0,0,1
ardor,0,0,0,0,0,0,1,0,0,0,1
leisure,0,1,0,0,1,0,1,0,1,1,1
degradation,0,0,0,0,0,1,0,0,0,0,1
frowning,1,0,1,0,0,1,0,1,0,0,1
haunted,0,0,0,1,0,1,0,1,0,0,1
roundabout,0,0,0,0,0,0,0,0,0,0,1
deliberative,0,0,0,0,0,0,0,0,0,0,1
nasty,1,0,1,1,0,1,0,1,0,0,1
headlong,0,0,0,0,0,0,0,0,0,0,1
slack,0,0,0,0,0,1,0,0,0,0,1
cleanly,0,0,0,0,0,0,1,0,0,0,1
wham,0,0,0,0,0,0,0,0,0,0,1
stratification,0,0,0,0,0,0,0,0,0,0,1
covering,0,0,0,0,0,0,0,0,0,0,1
stead,0,0,0,0,0,0,0,0,0,0,1
unquestioned,0,0,0,0,0,0,1,0,0,1,1
rung,0,0,0,0,0,0,0,0,0,0,1
nichts,0,0,0,0,0,0,0,0,0,0,1
crucifixion,1,0,1,1,0,1,0,1,0,0,1
squadron,0,0,0,0,0,0,0,0,0,0,1
steal,1,0,0,1,0,1,0,1,0,0,1
secretary,0,0,0,0,0,0,0,0,0,0,1
erroneous,0,0,0,0,0,1,0,0,0,0,1
human,0,0,0,0,0,0,0,0,0,0,1
observer,0,0,0,0,0,0,0,0,0,0,1
turmoil,1,0,0,1,0,1,0,1,0,0,1
aggressor,1,0,0,1,0,1,0,0,0,0,1
tilde,0,0,0,0,0,0,0,0,0,0,1
gladness,0,0,0,0,1,0,1,0,0,0,1
plumage,0,0,0,0,0,0,0,0,0,0,1
damnation,1,0,0,1,0,1,0,1,0,0,1
cattle,0,0,0,0,0,0,0,0,0,0,1
miserable,1,0,1,0,0,1,0,1,0,0,1
pastel,0,0,0,0,0,0,0,0,0,0,1
rocket,1,0,0,0,0,0,0,0,0,0,1
gentleman,0,0,0,0,0,0,1,0,0,1,1
calamity,0,0,0,0,0,0,0,1,0,0,1
bier,0,0,0,1,0,1,0,1,0,0,1
symmetric,0,0,0,0,0,0,0,0,0,0,1
overgrown,0,0,0,0,0,1,0,0,0,0,1
unable,0,0,0,0,0,1,0,1,0,0,1
teaching,0,0,0,0,0,0,0,0,0,0,1
cooperation,0,0,0,0,0,0,1,0,0,1,1
contraband,1,0,1,1,0,1,0,0,0,0,1
previous,0,0,0,0,0,0,0,0,0,0,1
misguided,0,0,1,0,0,1,0,0,0,0,1
accord,0,0,0,0,0,0,1,0,0,1,1
terms,0,0,0,0,0,0,0,0,0,0,1
malpractice,1,0,0,0,0,1,0,0,0,0,1
handful,0,0,0,0,0,0,0,0,0,0,1
veil,0,0,0,0,0,0,0,0,0,0,1
termite,0,0,1,0,0,1,0,0,0,0,1
spectacles,0,0,0,0,0,0,0,0,0,0,1
unfold,0,1,0,0,0,0,1,0,0,0,1
disservice,1,0,1,0,0,1,0,1,0,0,1
convertible,0,0,0,0,0,0,0,0,0,0,1
overestimated,0,0,0,0,0,1,0,0,0,0,1
kitchen,0,0,0,0,0,0,0,0,0,0,1
cop,0,0,0,1,0,0,0,0,0,1,1
climate,0,0,0,0,0,0,0,0,0,0,1
cot,0,0,0,0,0,0,0,0,0,0,1
cow,0,0,0,0,0,0,0,0,0,0,1
brat,0,0,0,0,0,0,0,0,0,0,1
coy,0,0,0,1,0,0,0,0,0,0,1
ill,1,0,1,1,0,1,0,1,0,0,1
infinitely,0,0,0,0,0,0,0,0,0,0,1
ilk,0,0,0,0,0,0,0,0,0,0,1
didactic,0,0,0,0,0,0,1,0,0,0,1
brag,0,0,0,0,0,1,0,0,0,0,1
athleticism,0,0,0,0,0,0,0,0,0,0,1
cog,0,0,0,0,0,0,0,0,0,0,1
brad,0,0,0,0,0,0,0,0,0,0,1
transmission,0,0,0,0,0,0,0,0,0,0,1
bran,0,0,1,0,0,0,0,0,0,0,1
coo,0,0,0,0,0,0,0,0,0,0,1
con,0,0,0,0,0,0,0,0,0,0,1
emporium,0,0,0,0,0,0,0,0,0,0,1
shady,0,0,0,1,0,1,0,0,0,0,1
eyesight,0,0,0,0,0,0,0,0,0,0,1
tone,0,0,0,0,0,0,0,0,0,0,1
abbreviate,0,0,0,0,0,0,0,0,0,0,1
spear,1,1,0,1,0,1,0,0,0,0,1
freakish,0,0,1,1,0,1,0,0,1,0,1
vein,0,0,0,0,0,0,0,0,0,0,1
royal,0,0,0,0,0,0,0,0,0,0,1
trunk,0,0,0,0,0,0,0,0,0,0,1
recur,0,0,0,0,0,0,0,0,0,0,1
seizure,0,0,0,1,0,0,0,0,0,0,1
condescending,0,0,0,0,0,1,0,0,0,0,1
anticipatory,0,1,0,0,0,0,0,0,0,0,1
stillborn,0,0,0,0,0,1,0,1,0,0,1
massive,0,0,0,0,0,0,0,0,0,0,1
applicability,0,0,0,0,0,0,0,0,0,0,1
infirm,0,0,0,0,0,1,0,0,0,0,1
oblivious,0,0,0,0,0,0,0,0,0,0,1
frenetic,1,0,0,1,0,1,0,0,1,0,1
resignation,0,0,0,0,0,1,0,1,1,0,1
smith,0,0,0,0,0,0,0,0,0,1,1
gratitude,0,0,0,0,1,0,1,0,0,0,1
stubbornness,0,0,0,0,0,0,0,0,0,0,1
petty,0,0,0,0,0,1,0,0,0,0,1
trickery,1,0,1,1,0,1,0,1,1,0,1
mobilization,0,0,0,0,0,0,0,0,0,0,1
tragedy,0,0,0,1,0,1,0,1,0,0,1
accentuate,0,0,0,0,0,0,0,0,0,0,1
bisexual,0,0,0,0,0,0,0,0,0,0,1
flexible,0,0,0,0,0,0,0,0,0,0,1
scarecrow,0,0,0,1,0,1,1,0,0,0,1
acuity,0,0,0,0,0,0,1,0,0,0,1
leech,0,0,0,0,0,1,0,0,0,0,1
lockup,0,0,0,1,0,1,0,1,0,0,1
partnership,0,0,0,0,0,0,1,0,0,1,1
innocent,0,0,0,0,0,0,1,0,0,1,1
beastly,0,0,1,1,0,1,0,0,0,0,1
excite,1,1,0,1,1,0,1,0,1,0,1
hap,0,1,0,0,0,0,0,0,1,0,1
coherent,0,0,0,0,0,0,1,0,0,0,1
hoist,0,0,0,0,0,0,0,0,0,0,1
suspenders,0,0,0,0,0,0,0,0,0,0,1
clairvoyant,0,0,0,0,0,0,1,0,0,0,1
reassuring,0,0,0,0,0,0,0,0,0,0,1
colored,0,0,0,0,0,0,0,0,0,0,1
ordnance,0,0,0,1,0,1,0,0,0,0,1
physician,0,0,0,0,0,0,1,0,0,1,1
inhibit,1,0,1,0,0,1,0,1,0,0,1
ahead,0,0,0,0,0,0,1,0,0,0,1
publicly,0,0,0,0,0,0,0,0,0,0,1
subdivide,0,0,0,0,0,0,0,0,0,0,1
ait,0,0,0,0,0,0,0,0,0,0,1
heifer,0,0,0,0,0,0,0,0,0,0,1
pungent,0,0,1,0,0,1,0,0,0,0,1
warbler,0,0,0,0,0,0,0,0,0,0,1
air,0,0,0,0,0,0,0,0,0,0,1
aim,0,0,0,0,0,0,0,0,0,0,1
ail,0,0,0,0,0,1,0,1,0,0,1
abrupt,0,0,0,0,0,0,0,0,1,0,1
thrash,1,0,1,1,0,1,0,1,0,0,1
aid,0,0,0,0,0,0,1,0,0,0,1
vernal,0,0,0,0,1,0,1,0,0,0,1
property,0,0,0,0,0,0,0,0,0,0,1
inspired,0,0,0,0,1,0,1,0,1,1,1
mistake,0,0,0,0,0,1,0,1,0,0,1
cylinder,0,0,0,0,0,0,0,0,0,0,1
plover,0,0,0,0,0,0,0,0,0,0,1
preeminent,0,0,0,0,0,0,1,0,0,0,1
crowning,0,1,0,0,1,0,1,0,1,1,1
sting,1,0,0,1,0,1,0,0,0,0,1
separatist,1,0,1,0,0,1,0,0,0,0,1
countryman,0,0,0,0,0,0,0,0,0,1,1
dizzy,0,0,0,0,0,1,0,0,0,0,1
brake,0,0,0,0,0,0,0,0,0,0,1
cone,0,0,0,0,0,0,0,0,0,0,1
comparative,0,0,0,0,0,0,0,0,0,0,1
uplift,0,1,0,0,1,0,1,0,0,1,1
stint,0,0,0,1,0,1,0,1,0,0,1
wooing,0,0,0,0,0,0,0,0,0,0,1
confirmed,0,0,0,0,0,0,1,0,0,1,1
grandiose,0,0,0,0,0,0,0,0,0,0,1
descent,0,0,0,1,0,0,0,1,0,0,1
soldier,1,0,0,0,0,0,1,1,0,0,1
patent,0,0,0,0,0,0,1,0,0,0,1
apparently,0,0,0,0,0,0,0,0,0,0,1
paleontology,0,0,0,0,0,0,0,0,0,0,1
plated,0,0,0,0,0,1,0,0,0,0,1
grapple,0,0,0,0,0,0,0,0,0,0,1
convalescent,0,0,0,0,0,0,0,0,0,0,1
descend,0,0,0,0,0,0,0,0,0,0,1
monarch,0,0,0,0,0,0,0,0,0,0,1
indictment,0,0,0,1,0,1,0,0,0,0,1
infeasible,0,0,0,0,0,0,0,0,0,0,1
hank,0,0,0,0,0,0,0,0,0,0,1
independent,0,0,0,0,0,0,0,0,0,0,1
plating,0,0,0,0,0,0,0,0,0,0,1
raid,1,0,0,1,0,1,0,0,1,0,1
fuss,1,0,0,0,0,1,0,1,0,0,1
crockery,0,0,0,0,0,0,0,0,0,0,1
amphibious,0,0,0,0,0,0,0,0,0,0,1
nib,0,0,0,0,0,0,0,0,0,0,1
swell,0,0,0,0,0,0,0,0,0,0,1
hang,0,0,0,0,0,0,0,0,0,0,1
evil,1,0,1,1,0,1,0,1,0,0,1
hand,0,0,0,0,0,0,0,0,0,0,1
nix,0,0,0,0,0,0,0,0,0,0,1
fuse,0,0,0,0,0,0,1,0,0,1,1
palpable,0,0,0,0,0,0,0,0,1,0,1
catheter,0,0,0,0,0,1,0,0,0,0,1
prescribed,0,0,0,0,0,0,0,0,0,0,1
vengeful,1,0,0,1,0,1,0,0,0,0,1
piazza,0,0,0,0,0,0,0,0,0,0,1
episodic,0,0,0,0,0,0,0,0,0,0,1
immaterial,0,0,0,0,0,0,0,0,0,0,1
humble,0,0,1,0,0,1,1,1,0,0,1
drip,0,0,0,0,0,0,0,0,0,0,1
options,0,0,0,0,0,0,0,0,0,0,1
ragged,0,0,0,0,0,0,0,0,0,0,1
client,0,0,0,0,0,0,0,0,0,0,1
litigate,1,1,1,1,0,1,0,1,0,0,1
humbly,0,0,0,0,0,0,1,0,0,0,1
salutary,0,0,0,0,1,0,1,0,0,1,1
musical,1,1,0,0,1,0,1,1,1,1,1
indigo,0,0,0,0,0,0,0,0,0,0,1
athletic,0,0,0,0,0,0,1,0,0,0,1
photo,0,0,0,0,0,0,0,0,0,0,1
repose,0,0,0,0,0,0,1,0,0,0,1
gravity,0,0,0,0,0,0,0,0,0,0,1
goggles,0,0,0,0,0,0,0,0,0,0,1
farther,0,0,0,0,0,0,0,0,0,0,1
victim,1,0,0,1,0,1,0,1,0,0,1
shadow,0,0,0,0,0,0,0,0,0,0,1
brachial,0,0,0,0,0,0,0,0,0,0,1
starboard,0,0,0,0,0,0,0,0,0,0,1
photographer,0,0,0,0,0,0,0,0,0,0,1
hilly,0,0,0,0,0,0,0,0,0,0,1
passive,0,0,0,0,0,1,0,0,0,0,1
exalt,0,1,0,0,1,0,1,0,0,1,1
alchemy,0,0,0,0,0,0,0,0,0,0,1
spread,0,0,0,0,0,0,0,0,0,0,1
board,0,1,0,0,0,0,0,0,0,0,1
righteous,0,0,0,0,0,0,1,0,0,0,1
plasma,0,0,0,0,0,0,0,0,0,0,1
viking,0,0,0,0,0,0,0,0,0,0,1
race,0,0,0,0,0,0,0,0,0,0,1
intercom,0,0,0,0,0,0,0,0,0,0,1
caps,0,0,0,0,0,0,0,0,0,0,1
fusion,0,0,0,0,0,0,1,0,0,0,1
boxer,0,0,0,0,0,0,0,0,0,0,1
unification,0,1,0,0,1,0,1,0,0,1,1
barge,0,0,0,0,0,0,0,0,0,0,1
cape,0,0,0,0,0,0,0,0,0,0,1
realm,0,0,0,0,0,0,0,0,0,0,1
disadvantage,0,0,0,0,0,0,0,0,0,0,1
insurgent,0,0,0,0,0,1,0,0,0,0,1
mir,0,0,0,0,0,0,0,0,0,0,1
jornada,0,0,0,0,0,1,0,0,0,0,1
regretting,0,0,0,0,0,1,0,1,0,0,1
cooler,0,0,0,0,0,0,0,0,0,0,1
grizzly,0,0,0,1,0,1,0,0,0,0,1
lapsed,0,0,0,0,0,0,0,0,0,0,1
securities,0,0,0,0,0,0,0,0,0,1,1
sparse,0,0,0,0,0,0,0,0,0,0,1
night,0,0,0,0,0,0,0,0,0,0,1
invaluable,0,0,0,0,0,0,0,0,0,0,1
security,0,0,0,0,0,0,0,0,0,0,1
starvation,0,0,0,1,0,1,0,1,0,0,1
occlusion,0,0,0,0,0,0,0,0,0,0,1
cirrus,0,0,0,0,0,0,0,0,0,0,1
antique,0,0,0,0,0,0,1,0,0,0,1
calculus,0,0,0,0,0,0,0,0,0,0,1
taffy,0,0,0,0,0,0,0,0,0,0,1
flatten,0,0,0,0,0,0,0,0,0,0,1
critique,0,0,0,0,0,0,1,0,0,0,1
spinster,0,0,0,1,0,1,0,1,0,0,1
bore,0,0,0,0,0,1,0,0,0,0,1
archetype,0,0,0,0,0,0,0,0,0,0,1
wireless,1,1,0,0,0,0,1,0,1,0,1
cede,0,0,0,0,0,1,0,0,0,0,1
spruce,0,0,0,0,0,0,1,0,0,0,1
purple,0,0,0,0,0,0,0,0,0,0,1
unavoidable,0,0,0,0,0,1,0,0,0,0,1
noxious,0,0,1,1,0,1,0,0,0,0,1
violinist,0,0,0,0,0,0,0,0,0,0,1
untranslated,0,0,0,0,0,0,0,0,0,0,1
indoctrination,1,0,0,1,0,1,0,0,0,0,1
denied,0,0,0,0,0,1,0,1,0,0,1
beating,1,0,0,1,0,1,0,1,0,0,1
adorable,0,0,0,0,1,0,1,0,0,0,1
participation,0,0,0,0,0,0,1,0,0,0,1
hare,0,0,0,0,0,0,0,0,0,0,1
deflation,0,0,0,1,0,1,0,0,0,0,1
elucidate,0,0,0,0,0,0,1,0,0,1,1
pose,0,0,0,0,0,1,0,0,0,0,1
confer,0,0,0,0,0,0,0,0,0,0,1
illustration,0,0,0,0,0,0,0,0,0,0,1
binomial,0,0,0,0,0,0,0,0,0,0,1
substitution,0,0,0,0,0,0,0,0,0,0,1
peer,0,0,0,0,0,0,0,0,0,0,1
cardiomyopathy,0,0,0,1,0,1,0,1,0,0,1
peep,0,0,0,0,0,0,0,0,0,0,1
descendent,0,0,0,0,0,0,0,0,0,0,1
herpes,0,0,1,0,0,1,0,0,0,0,1
trophy,0,1,0,0,1,0,1,0,1,1,1
chaff,1,0,0,1,0,1,0,0,0,0,1
diner,0,0,0,0,0,0,0,0,0,0,1
impenetrable,0,0,0,0,0,0,0,0,0,1,1
obi,0,0,1,1,0,1,0,0,0,0,1
coral,0,0,0,0,0,0,0,0,0,0,1
hostilities,1,0,0,1,0,1,0,0,0,0,1
visa,0,0,0,0,0,0,0,0,0,0,1
banker,0,0,0,0,0,0,0,0,0,1,1
horizon,0,1,0,0,0,0,1,0,0,0,1
cherish,0,1,0,0,1,0,1,0,1,1,1
princely,0,1,0,0,1,0,1,0,1,1,1
gingerbread,0,0,0,0,0,0,0,0,0,0,1
octopus,0,0,1,0,0,0,0,0,0,0,1
croak,0,0,0,0,0,0,0,0,0,0,1
treble,0,0,0,0,0,0,0,0,0,0,1
unexplored,0,0,0,0,0,0,0,0,0,0,1
digestion,0,0,0,0,0,0,0,0,0,0,1
dilemma,0,0,0,0,0,0,0,0,0,0,1
tetanus,0,0,1,0,0,1,0,0,0,0,1
battlefield,0,0,0,1,0,1,0,0,0,0,1
wasting,0,0,1,1,0,1,0,1,0,0,1
wield,0,0,0,0,0,0,0,0,0,0,1
float,0,0,0,0,0,0,0,0,0,0,1
profession,0,0,0,0,0,0,1,0,0,0,1
beneficial,0,0,0,0,0,0,1,0,0,0,1
tack,0,0,0,0,0,0,0,0,0,0,1
usefulness,0,0,0,0,0,0,1,0,0,0,1
rendering,0,0,0,0,0,0,0,0,0,0,1
loin,0,0,0,0,0,0,0,0,0,0,1
formidable,0,0,0,1,0,0,0,0,0,0,1
balanced,0,0,0,0,0,0,1,0,0,0,1
conciliation,0,0,0,0,1,0,1,0,0,1,1
lewd,0,0,1,0,0,1,0,0,0,0,1
stumble,0,0,0,0,0,1,0,0,0,0,1
wan,0,0,0,1,0,1,0,1,0,0,1
familiarize,0,0,0,0,0,0,0,0,0,0,1
deception,0,0,0,0,0,1,0,0,0,0,1
compression,0,0,0,0,0,0,0,0,0,0,1
undiscovered,0,0,0,0,0,0,0,0,1,0,1
wag,0,0,0,0,0,0,0,0,0,0,1
segment,0,0,0,0,0,0,0,0,0,0,1
truncated,0,0,0,0,0,0,0,0,0,0,1
legislation,0,0,0,0,0,0,0,0,0,0,1
sovereign,0,0,0,0,0,0,0,0,0,1,1
fight,1,0,0,1,0,1,0,0,0,0,1
derision,1,0,1,0,0,1,0,0,0,0,1
conservation,0,1,0,0,0,0,1,0,0,1,1
utopian,0,1,0,0,1,0,1,0,0,1,1
playful,1,0,0,0,1,0,1,0,1,1,1
wax,0,0,0,0,0,0,0,0,0,0,1
venomous,1,0,1,1,0,1,0,0,0,0,1
fizz,0,0,0,0,0,0,0,0,0,0,1
lowest,0,0,0,0,0,1,0,1,0,0,1
slope,0,0,0,0,0,0,0,0,0,0,1
gaseous,0,0,0,0,0,0,0,0,0,0,1
overjoyed,0,0,0,0,1,0,1,0,0,0,1
diligence,0,0,0,0,0,0,1,0,0,1,1
converse,0,0,0,0,0,0,0,0,0,0,1
forgetful,0,0,0,0,0,0,0,0,0,0,1
vitality,0,0,0,0,1,0,1,0,0,1,1
peninsula,0,0,0,0,0,0,0,0,0,0,1
boon,0,0,0,0,0,0,1,0,0,0,1
anaesthetic,0,0,0,0,0,0,0,0,0,0,1
true,0,0,0,0,1,0,1,0,0,1,1
muss,0,0,0,0,0,1,0,0,0,0,1
absent,0,0,0,0,0,1,0,1,0,0,1
dowry,0,0,0,0,0,0,0,0,0,0,1
veiled,0,0,0,0,0,0,0,0,0,0,1
reproductive,0,0,0,0,1,0,1,0,0,0,1
